year,cbsa,GEO_ID,CONTROL,LAG_2,LAG_1,TARGET,REMOTE,REMOTE_PPL,Computer,WirelessDevice,Cellular,CableFiber,SatelliteInternet,dist_to_cbd,covid
2017,44140,1001.0,SCP_EDU_LOW,0.8980582524271844,0.8938053097345133,0.8924731182795699,0.4042289904378379,699,0.777,0.043,0.409,0.722,0.03,8.587381215123983,0
2017,44140,1001.0,SCP_EDU_MID,0.7301587301587301,0.722488038277512,0.851851851851852,0.4042289904378379,699,0.777,0.043,0.409,0.722,0.03,8.587381215123983,0
2017,44140,1001.0,SCP_EDU_HIGH,1.0,1.0,1.0,0.4042289904378379,699,0.777,0.043,0.409,0.722,0.03,8.587381215123983,0
2018,44140,1001.0,SCP_EDU_LOW,0.8938053097345133,0.8924731182795699,0.8954703832752613,0.3976921703606176,572,0.799,0.0409999999999999,0.485,0.742,0.027,8.587381215123983,0
2018,44140,1001.0,SCP_EDU_MID,0.722488038277512,0.851851851851852,0.8529411764705882,0.3976921703606176,572,0.799,0.0409999999999999,0.485,0.742,0.027,8.587381215123983,0
2018,44140,1001.0,SCP_EDU_HIGH,1.0,1.0,1.0,0.3976921703606176,572,0.799,0.0409999999999999,0.485,0.742,0.027,8.587381215123983,0
2019,44140,1001.0,SCP_EDU_LOW,0.8924731182795699,0.8954703832752613,0.9067796610169492,0.3993535514580903,599,0.8009999999999999,0.042,0.581,0.6890000000000001,0.025,8.587381215123983,0
2019,44140,1001.0,SCP_EDU_MID,0.851851851851852,0.8529411764705882,0.8214285714285714,0.3993535514580903,599,0.8009999999999999,0.042,0.581,0.6890000000000001,0.025,8.587381215123983,0
2019,44140,1001.0,SCP_EDU_HIGH,1.0,1.0,0.8292682926829269,0.3993535514580903,599,0.8009999999999999,0.042,0.581,0.6890000000000001,0.025,8.587381215123983,0
2020,44140,1001.0,SCP_EDU_LOW,0.8954703832752613,0.9067796610169492,0.9680851063829786,0.3875800652918295,548,0.785,0.043,0.6729999999999999,0.695,0.021,8.587381215123983,1
2020,44140,1001.0,SCP_EDU_MID,0.8529411764705882,0.8214285714285714,0.8232044198895029,0.3875800652918295,548,0.785,0.043,0.6729999999999999,0.695,0.021,8.587381215123983,1
2020,44140,1001.0,SCP_EDU_HIGH,1.0,0.8292682926829269,0.2711864406779661,0.3875800652918295,548,0.785,0.043,0.6729999999999999,0.695,0.021,8.587381215123983,1
2021,44140,1001.0,SCP_EDU_LOW,0.9067796610169492,0.9680851063829786,0.9242424242424242,0.3831503108380905,581,0.784,0.055,0.726,0.679,0.022,8.587381215123983,1
2021,44140,1001.0,SCP_EDU_MID,0.8214285714285714,0.8232044198895029,0.875,0.3831503108380905,581,0.784,0.055,0.726,0.679,0.022,8.587381215123983,1
2021,44140,1001.0,SCP_EDU_HIGH,0.8292682926829269,0.2711864406779661,0.3194444444444445,0.3831503108380905,581,0.784,0.055,0.726,0.679,0.022,8.587381215123983,1
2022,44140,1001.0,SCP_EDU_LOW,0.9680851063829786,0.9242424242424242,0.8705035971223021,0.3712372015398051,456,0.7509999999999999,0.046,0.789,0.667,0.017,8.587381215123983,1
2022,44140,1001.0,SCP_EDU_MID,0.8232044198895029,0.875,0.8418079096045198,0.3712372015398051,456,0.7509999999999999,0.046,0.789,0.667,0.017,8.587381215123983,1
2022,44140,1001.0,SCP_EDU_HIGH,0.2711864406779661,0.3194444444444445,0.3195876288659794,0.3712372015398051,456,0.7509999999999999,0.046,0.789,0.667,0.017,8.587381215123983,1
2017,49340,1603.0,SCP_EDU_LOW,0.7111111111111111,0.7302631578947368,0.7393939393939394,0.3317876523097959,504,0.736,0.035,0.4579999999999999,0.6759999999999999,0.023,8.338035768461827,0
2017,49340,1603.0,SCP_EDU_MID,0.7309941520467835,0.7087912087912088,0.6461538461538462,0.3317876523097959,504,0.736,0.035,0.4579999999999999,0.6759999999999999,0.023,8.338035768461827,0
2017,49340,1603.0,SCP_EDU_HIGH,0.1830985915492957,0.2340425531914893,0.293103448275862,0.3317876523097959,504,0.736,0.035,0.4579999999999999,0.6759999999999999,0.023,8.338035768461827,0
2018,49340,1603.0,SCP_EDU_LOW,0.7302631578947368,0.7393939393939394,0.696078431372549,0.3162468532925606,489,0.6920000000000001,0.037,0.565,0.6459999999999999,0.0289999999999999,8.338035768461827,0
2018,49340,1603.0,SCP_EDU_MID,0.7087912087912088,0.6461538461538462,0.6974169741697417,0.3162468532925606,489,0.6920000000000001,0.037,0.565,0.6459999999999999,0.0289999999999999,8.338035768461827,0
2018,49340,1603.0,SCP_EDU_HIGH,0.2340425531914893,0.293103448275862,0.3968253968253968,0.3162468532925606,489,0.6920000000000001,0.037,0.565,0.6459999999999999,0.0289999999999999,8.338035768461827,0
2019,49340,1603.0,SCP_EDU_LOW,0.7393939393939394,0.696078431372549,0.7777777777777777,0.3318432143515674,607,0.6990000000000001,0.034,0.6970000000000001,0.6829999999999999,0.026,8.338035768461827,0
2019,49340,1603.0,SCP_EDU_MID,0.6461538461538462,0.6974169741697417,0.735376044568245,0.3318432143515674,607,0.6990000000000001,0.034,0.6970000000000001,0.6829999999999999,0.026,8.338035768461827,0
2019,49340,1603.0,SCP_EDU_HIGH,0.293103448275862,0.3968253968253968,0.4107142857142857,0.3318432143515674,607,0.6990000000000001,0.034,0.6970000000000001,0.6829999999999999,0.026,8.338035768461827,0
2020,49340,1603.0,SCP_EDU_LOW,0.696078431372549,0.7777777777777777,0.8804780876494024,0.3404791235413032,462,0.6659999999999999,0.037,0.7659999999999999,0.645,0.023,8.338035768461827,1
2020,49340,1603.0,SCP_EDU_MID,0.6974169741697417,0.735376044568245,0.8246153846153845,0.3404791235413032,462,0.6659999999999999,0.037,0.7659999999999999,0.645,0.023,8.338035768461827,1
2020,49340,1603.0,SCP_EDU_HIGH,0.3968253968253968,0.4107142857142857,0.4333333333333333,0.3404791235413032,462,0.6659999999999999,0.037,0.7659999999999999,0.645,0.023,8.338035768461827,1
2021,49340,1603.0,SCP_EDU_LOW,0.7777777777777777,0.8804780876494024,0.85,0.3481146145803269,429,0.695,0.049,0.8190000000000001,0.6809999999999999,0.023,8.338035768461827,1
2021,49340,1603.0,SCP_EDU_MID,0.735376044568245,0.8246153846153845,0.8553054662379421,0.3481146145803269,429,0.695,0.049,0.8190000000000001,0.6809999999999999,0.023,8.338035768461827,1
2021,49340,1603.0,SCP_EDU_HIGH,0.4107142857142857,0.4333333333333333,0.78125,0.3481146145803269,429,0.695,0.049,0.8190000000000001,0.6809999999999999,0.023,8.338035768461827,1
2022,49340,1603.0,SCP_EDU_LOW,0.8804780876494024,0.85,0.8078431372549019,0.3498957458477459,387,0.718,0.053,0.845,0.7040000000000001,0.038,8.338035768461827,1
2022,49340,1603.0,SCP_EDU_MID,0.8246153846153845,0.8553054662379421,0.8122977346278318,0.3498957458477459,387,0.718,0.053,0.845,0.7040000000000001,0.038,8.338035768461827,1
2022,49340,1603.0,SCP_EDU_HIGH,0.4333333333333333,0.78125,0.4583333333333333,0.3498957458477459,387,0.718,0.053,0.845,0.7040000000000001,0.038,8.338035768461827,1
2017,49340,1604.0,SCP_EDU_LOW,0.7633136094674556,0.7643678160919539,0.7342995169082125,0.3696744145077399,926,0.76,0.0279999999999999,0.418,0.6970000000000001,0.035,7.976607124952816,0
2017,49340,1604.0,SCP_EDU_MID,0.798283261802575,0.7487437185929648,0.7209302325581395,0.3696744145077399,926,0.76,0.0279999999999999,0.418,0.6970000000000001,0.035,7.976607124952816,0
2017,49340,1604.0,SCP_EDU_HIGH,0.5454545454545454,0.6,0.5056179775280899,0.3696744145077399,926,0.76,0.0279999999999999,0.418,0.6970000000000001,0.035,7.976607124952816,0
2018,49340,1604.0,SCP_EDU_LOW,0.7643678160919539,0.7342995169082125,0.7385321100917431,0.3763532935527342,886,0.738,0.031,0.551,0.6990000000000001,0.035,7.976607124952816,0
2018,49340,1604.0,SCP_EDU_MID,0.7487437185929648,0.7209302325581395,0.6300813008130081,0.3763532935527342,886,0.738,0.031,0.551,0.6990000000000001,0.035,7.976607124952816,0
2018,49340,1604.0,SCP_EDU_HIGH,0.6,0.5056179775280899,0.4273504273504274,0.3763532935527342,886,0.738,0.031,0.551,0.6990000000000001,0.035,7.976607124952816,0
2019,49340,1604.0,SCP_EDU_LOW,0.7342995169082125,0.7385321100917431,0.7880184331797234,0.3588999303571947,891,0.738,0.031,0.685,0.71,0.037,7.976607124952816,0
