year,cbsa,GEO_ID,CONTROL,LAG_2,LAG_1,TARGET,REMOTE_x,REMOTE_PPL_x,Computer_x,WirelessDevice_x,Cellular_x,CableFiber_x,SatelliteInternet_x,dist_to_cbd_x,covid,REMOTE_y,REMOTE_PPL_y,Computer_y,WirelessDevice_y,Cellular_y,CableFiber_y,SatelliteInternet_y,dist_to_cbd_y,REMOTE,REMOTE_PPL,Computer,WirelessDevice,Cellular,CableFiber,SatelliteInternet,dist_to_cbd
2022,17900,29205.0,SCP_PPL1Y,0.5151515151515151,0.5189393939393939,0.5590551181102362,0.4650933404617901,1067,0.8390000000000001,0.033,0.846,0.8,0.048,8.279189280723946,1,0.4650933404617901,1067,0.8390000000000001,0.033,0.846,0.8,0.048,8.279189280723946,0.4650933404617901,1067,0.8390000000000001,0.033,0.846,0.8,0.048,8.279189280723946
2017,43900,29306.0,SCP_PPL1Y,0.7524271844660194,0.7802690582959642,0.7436974789915967,0.3198119409916746,274,0.53,0.035,0.428,0.424,0.053,8.780249012270211,0,0.3198119409916746,274,0.53,0.035,0.428,0.424,0.053,8.780249012270211,0.3198119409916746,274,0.53,0.035,0.428,0.424,0.053,8.780249012270211
2018,43900,29306.0,SCP_PPL1Y,0.7802690582959642,0.7436974789915967,0.6621621621621622,0.3055530356555736,244,0.542,0.038,0.522,0.4529999999999999,0.065,8.780249012270211,0,0.3055530356555736,244,0.542,0.038,0.522,0.4529999999999999,0.065,8.780249012270211,0.3055530356555736,244,0.542,0.038,0.522,0.4529999999999999,0.065,8.780249012270211
2019,43900,29306.0,SCP_PPL1Y,0.7436974789915967,0.6621621621621622,0.6699507389162561,0.3058837295951648,322,0.535,0.037,0.606,0.491,0.065,8.780249012270211,0,0.3058837295951648,322,0.535,0.037,0.606,0.491,0.065,8.780249012270211,0.3058837295951648,322,0.535,0.037,0.606,0.491,0.065,8.780249012270211
2020,43900,29306.0,SCP_PPL1Y,0.6621621621621622,0.6699507389162561,0.6769230769230768,0.2998669011139188,267,0.5579999999999999,0.044,0.691,0.557,0.067,8.780249012270211,1,0.2998669011139188,267,0.5579999999999999,0.044,0.691,0.557,0.067,8.780249012270211,0.2998669011139188,267,0.5579999999999999,0.044,0.691,0.557,0.067,8.780249012270211
2021,43900,29306.0,SCP_PPL1Y,0.6699507389162561,0.6769230769230768,0.580110497237569,0.2881866332829279,232,0.5670000000000001,0.044,0.695,0.607,0.048,8.780249012270211,1,0.2881866332829279,232,0.5670000000000001,0.044,0.695,0.607,0.048,8.780249012270211,0.2881866332829279,232,0.5670000000000001,0.044,0.695,0.607,0.048,8.780249012270211
2022,43900,29306.0,SCP_PPL1Y,0.6769230769230768,0.580110497237569,0.6036585365853658,0.2977925188520871,296,0.586,0.047,0.722,0.66,0.05,8.780249012270211,1,0.2977925188520871,296,0.586,0.047,0.722,0.66,0.05,8.780249012270211,0.2977925188520871,296,0.586,0.047,0.722,0.66,0.05,8.780249012270211
2017,16700,29401.0,SCP_PPL1Y,0.4069400630914827,0.4166666666666667,0.3724832214765101,0.4406413382934273,382,0.835,0.042,0.65,0.746,0.025,6.588131672009825,0,0.4406413382934273,382,0.835,0.042,0.65,0.746,0.025,6.588131672009825,0.4406413382934273,382,0.835,0.042,0.65,0.746,0.025,6.588131672009825
2018,16700,29401.0,SCP_PPL1Y,0.4166666666666667,0.3724832214765101,0.3111111111111111,0.4340297823923225,306,0.825,0.046,0.7070000000000001,0.745,0.0279999999999999,6.588131672009825,0,0.4340297823923225,306,0.825,0.046,0.7070000000000001,0.745,0.0279999999999999,6.588131672009825,0.4340297823923225,306,0.825,0.046,0.7070000000000001,0.745,0.0279999999999999,6.588131672009825
2019,16700,29401.0,SCP_PPL1Y,0.3724832214765101,0.3111111111111111,0.3639575971731448,0.438088014318276,272,0.852,0.035,0.764,0.742,0.04,6.588131672009825,0,0.438088014318276,272,0.852,0.035,0.764,0.742,0.04,6.588131672009825,0.438088014318276,272,0.852,0.035,0.764,0.742,0.04,6.588131672009825
2020,16700,29401.0,SCP_PPL1Y,0.3111111111111111,0.3639575971731448,0.341296928327645,0.4604433403882681,464,0.8420000000000001,0.044,0.852,0.787,0.03,6.588131672009825,1,0.4604433403882681,464,0.8420000000000001,0.044,0.852,0.787,0.03,6.588131672009825,0.4604433403882681,464,0.8420000000000001,0.044,0.852,0.787,0.03,6.588131672009825
2021,16700,29401.0,SCP_PPL1Y,0.3639575971731448,0.341296928327645,0.4117647058823529,0.4685779267188032,568,0.875,0.048,0.887,0.7959999999999999,0.037,6.588131672009825,1,0.4685779267188032,568,0.875,0.048,0.887,0.7959999999999999,0.037,6.588131672009825,0.4685779267188032,568,0.875,0.048,0.887,0.7959999999999999,0.037,6.588131672009825
2022,16700,29401.0,SCP_PPL1Y,0.341296928327645,0.4117647058823529,0.3953488372093023,0.4691760534131957,560,0.8809999999999999,0.044,0.9,0.831,0.043,6.588131672009825,1,0.4691760534131957,560,0.8809999999999999,0.044,0.9,0.831,0.043,6.588131672009825,0.4691760534131957,560,0.8809999999999999,0.044,0.9,0.831,0.043,6.588131672009825
2017,16700,29403.0,SCP_PPL1Y,0.6373239436619719,0.6138211382113821,0.6266666666666667,0.3700170897819197,661,0.6779999999999999,0.0289999999999999,0.522,0.59,0.025,7.877857180538777,0,0.3700170897819197,661,0.6779999999999999,0.0289999999999999,0.522,0.59,0.025,7.877857180538777,0.3700170897819197,661,0.6779999999999999,0.0289999999999999,0.522,0.59,0.025,7.877857180538777
2018,16700,29403.0,SCP_PPL1Y,0.6138211382113821,0.6266666666666667,0.6325581395348837,0.3749923167093673,741,0.677,0.0289999999999999,0.59,0.616,0.022,7.877857180538777,0,0.3749923167093673,741,0.677,0.0289999999999999,0.59,0.616,0.022,7.877857180538777,0.3749923167093673,741,0.677,0.0289999999999999,0.59,0.616,0.022,7.877857180538777
2019,16700,29403.0,SCP_PPL1Y,0.6266666666666667,0.6325581395348837,0.6183574879227054,0.3762310610467893,774,0.674,0.027,0.6629999999999999,0.628,0.0279999999999999,7.877857180538777,0,0.3762310610467893,774,0.674,0.027,0.6629999999999999,0.628,0.0279999999999999,7.877857180538777,0.3762310610467893,774,0.674,0.027,0.6629999999999999,0.628,0.0279999999999999,7.877857180538777
2020,16700,29403.0,SCP_PPL1Y,0.6325581395348837,0.6183574879227054,0.5963302752293579,0.3998969156009913,1092,0.6890000000000001,0.036,0.743,0.645,0.024,7.877857180538777,1,0.3998969156009913,1092,0.6890000000000001,0.036,0.743,0.645,0.024,7.877857180538777,0.3998969156009913,1092,0.6890000000000001,0.036,0.743,0.645,0.024,7.877857180538777
2021,16700,29403.0,SCP_PPL1Y,0.6183574879227054,0.5963302752293579,0.6160337552742616,0.4149509448721644,1205,0.7120000000000001,0.037,0.7709999999999999,0.6729999999999999,0.024,7.877857180538777,1,0.4149509448721644,1205,0.7120000000000001,0.037,0.7709999999999999,0.6729999999999999,0.024,7.877857180538777,0.4149509448721644,1205,0.7120000000000001,0.037,0.7709999999999999,0.6729999999999999,0.024,7.877857180538777
2022,16700,29403.0,SCP_PPL1Y,0.5963302752293579,0.6160337552742616,0.6055776892430278,0.4196382534813805,1202,0.733,0.04,0.8009999999999999,0.703,0.026,7.877857180538777,1,0.4196382534813805,1202,0.733,0.04,0.8009999999999999,0.703,0.026,7.877857180538777,0.4196382534813805,1202,0.733,0.04,0.8009999999999999,0.703,0.026,7.877857180538777
2017,16700,29407.0,SCP_PPL1Y,0.6411764705882353,0.7025316455696203,0.6797385620915033,0.3777179209007726,1045,0.79,0.0279999999999999,0.473,0.65,0.021,8.725228695944871,0,0.3777179209007726,1045,0.79,0.0279999999999999,0.473,0.65,0.021,8.725228695944871,0.3777179209007726,1045,0.79,0.0279999999999999,0.473,0.65,0.021,8.725228695944871
2018,16700,29407.0,SCP_PPL1Y,0.7025316455696203,0.6797385620915033,0.6753246753246754,0.372935619621478,1190,0.784,0.0279999999999999,0.529,0.6459999999999999,0.027,8.725228695944871,0,0.372935619621478,1190,0.784,0.0279999999999999,0.529,0.6459999999999999,0.027,8.725228695944871,0.372935619621478,1190,0.784,0.0279999999999999,0.529,0.6459999999999999,0.027,8.725228695944871
2019,16700,29407.0,SCP_PPL1Y,0.6797385620915033,0.6753246753246754,0.6458333333333333,0.3789468859854545,1289,0.779,0.027,0.628,0.635,0.034,8.725228695944871,0,0.3789468859854545,1289,0.779,0.027,0.628,0.635,0.034,8.725228695944871,0.3789468859854545,1289,0.779,0.027,0.628,0.635,0.034,8.725228695944871
2020,16700,29407.0,SCP_PPL1Y,0.6753246753246754,0.6458333333333333,0.6764705882352942,0.3982570488976789,1515,0.7509999999999999,0.032,0.74,0.675,0.055,8.725228695944871,1,0.3982570488976789,1515,0.7509999999999999,0.032,0.74,0.675,0.055,8.725228695944871,0.3982570488976789,1515,0.7509999999999999,0.032,0.74,0.675,0.055,8.725228695944871
2021,16700,29407.0,SCP_PPL1Y,0.6458333333333333,0.6764705882352942,0.6544117647058824,0.3993251118484733,1621,0.755,0.033,0.7859999999999999,0.7020000000000001,0.054,8.725228695944871,1,0.3993251118484733,1621,0.755,0.033,0.7859999999999999,0.7020000000000001,0.054,8.725228695944871,0.3993251118484733,1621,0.755,0.033,0.7859999999999999,0.7020000000000001,0.054,8.725228695944871
2022,16700,29407.0,SCP_PPL1Y,0.6764705882352942,0.6544117647058824,0.6590909090909091,0.4087289941377859,1512,0.75,0.034,0.813,0.722,0.0579999999999999,8.725228695944871,1,0.4087289941377859,1512,0.75,0.034,0.813,0.722,0.0579999999999999,8.725228695944871,0.4087289941377859,1512,0.75,0.034,0.813,0.722,0.0579999999999999,8.725228695944871
2017,22500,29501.0,SCP_PPL1Y,0.609271523178808,0.5874125874125874,0.562043795620438,0.3742127692632764,1351,0.758,0.027,0.379,0.691,0.021,8.609564419409848,0,0.3742127692632764,1351,0.758,0.027,0.379,0.691,0.021,8.609564419409848,0.3742127692632764,1351,0.758,0.027,0.379,0.691,0.021,8.609564419409848
2018,22500,29501.0,SCP_PPL1Y,0.5874125874125874,0.562043795620438,0.6433566433566432,0.3692738955988405,1372,0.747,0.026,0.457,0.6779999999999999,0.034,8.609564419409848,0,0.3692738955988405,1372,0.747,0.026,0.457,0.6779999999999999,0.034,8.609564419409848,0.3692738955988405,1372,0.747,0.026,0.457,0.6779999999999999,0.034,8.609564419409848
2019,22500,29501.0,SCP_PPL1Y,0.562043795620438,0.6433566433566432,0.6492537313432835,0.3547885274578343,1205,0.735,0.025,0.539,0.6659999999999999,0.047,8.609564419409848,0,0.3547885274578343,1205,0.735,0.025,0.539,0.6659999999999999,0.047,8.609564419409848,0.3547885274578343,1205,0.735,0.025,0.539,0.6659999999999999,0.047,8.609564419409848
2020,22500,29501.0,SCP_PPL1Y,0.6433566433566432,0.6492537313432835,0.6333333333333333,0.3605508997503217,1004,0.726,0.033,0.626,0.648,0.06,8.609564419409848,1,0.3605508997503217,1004,0.726,0.033,0.626,0.648,0.06,8.609564419409848,0.3605508997503217,1004,0.726,0.033,0.626,0.648,0.06,8.609564419409848
2021,22500,29501.0,SCP_PPL1Y,0.6492537313432835,0.6333333333333333,0.628099173553719,0.3588962773770378,1154,0.7240000000000001,0.0289999999999999,0.6509999999999999,0.65,0.061,8.609564419409848,1,0.3588962773770378,1154,0.7240000000000001,0.0289999999999999,0.6509999999999999,0.65,0.061,8.609564419409848,0.3588962773770378,1154,0.7240000000000001,0.0289999999999999,0.6509999999999999,0.65,0.061,8.609564419409848
2022,22500,29501.0,SCP_PPL1Y,0.6333333333333333,0.628099173553719,0.6209677419354839,0.3592952570122499,1177,0.726,0.034,0.674,0.638,0.08,8.609564419409848,1,0.3592952570122499,1177,0.726,0.034,0.674,0.638,0.08,8.609564419409848,0.3592952570122499,1177,0.726,0.034,0.674,0.638,0.08,8.609564419409848
2017,34820,29577.0,SCP_PPL1Y,0.5603864734299517,0.56353591160221,0.6024096385542168,0.2810110877890995,599,0.698,0.0279999999999999,0.5589999999999999,0.622,0.031,7.552407991233573,0,0.2810110877890995,599,0.698,0.0279999999999999,0.5589999999999999,0.622,0.031,7.552407991233573,0.2810110877890995,599,0.698,0.0279999999999999,0.5589999999999999,0.622,0.031,7.552407991233573
2018,34820,29577.0,SCP_PPL1Y,0.56353591160221,0.6024096385542168,0.5620915032679739,0.2855302612153957,660,0.708,0.025,0.59,0.662,0.038,7.552407991233573,0,0.2855302612153957,660,0.708,0.025,0.59,0.662,0.038,7.552407991233573,0.2855302612153957,660,0.708,0.025,0.59,0.662,0.038,7.552407991233573
2019,34820,29577.0,SCP_PPL1Y,0.6024096385542168,0.5620915032679739,0.5986394557823129,0.2902220435119942,707,0.7,0.03,0.654,0.6709999999999999,0.04,7.552407991233573,0,0.2902220435119942,707,0.7,0.03,0.654,0.6709999999999999,0.04,7.552407991233573,0.2902220435119942,707,0.7,0.03,0.654,0.6709999999999999,0.04,7.552407991233573
2020,34820,29577.0,SCP_PPL1Y,0.5620915032679739,0.5986394557823129,0.6056338028169014,0.2918313867929749,690,0.7070000000000001,0.038,0.7240000000000001,0.7,0.045,7.552407991233573,1,0.2918313867929749,690,0.7070000000000001,0.038,0.7240000000000001,0.7,0.045,7.552407991233573,0.2918313867929749,690,0.7070000000000001,0.038,0.7240000000000001,0.7,0.045,7.552407991233573
2021,34820,29577.0,SCP_PPL1Y,0.5986394557823129,0.6056338028169014,0.5337837837837838,0.3069743432727188,805,0.7,0.037,0.75,0.7020000000000001,0.0409999999999999,7.552407991233573,1,0.3069743432727188,805,0.7,0.037,0.75,0.7020000000000001,0.0409999999999999,7.552407991233573,0.3069743432727188,805,0.7,0.037,0.75,0.7020000000000001,0.0409999999999999,7.552407991233573
2022,34820,29577.0,SCP_PPL1Y,0.6056338028169014,0.5337837837837838,0.4794520547945206,0.3253290253644647,945,0.711,0.032,0.787,0.732,0.047,7.552407991233573,1,0.3253290253644647,945,0.711,0.032,0.787,0.732,0.047,7.552407991233573,0.3253290253644647,945,0.711,0.032,0.787,0.732,0.047,7.552407991233573
2017,24860,29601.0,SCP_PPL1Y,0.6378600823045268,0.625,0.5745454545454546,0.4179979766921242,405,0.667,0.037,0.439,0.596,0.044,6.2721922376015975,0,0.4179979766921242,405,0.667,0.037,0.439,0.596,0.044,6.2721922376015975,0.4179979766921242,405,0.667,0.037,0.439,0.596,0.044,6.2721922376015975
2018,24860,29601.0,SCP_PPL1Y,0.625,0.5745454545454546,0.5318471337579618,0.4269928281638656,495,0.688,0.034,0.564,0.626,0.042,6.2721922376015975,0,0.4269928281638656,495,0.688,0.034,0.564,0.626,0.042,6.2721922376015975,0.4269928281638656,495,0.688,0.034,0.564,0.626,0.042,6.2721922376015975
2019,24860,29601.0,SCP_PPL1Y,0.5745454545454546,0.5318471337579618,0.4804804804804805,0.4083633355419564,517,0.7170000000000001,0.033,0.669,0.649,0.047,6.2721922376015975,0,0.4083633355419564,517,0.7170000000000001,0.033,0.669,0.649,0.047,6.2721922376015975,0.4083633355419564,517,0.7170000000000001,0.033,0.669,0.649,0.047,6.2721922376015975
2020,24860,29601.0,SCP_PPL1Y,0.5318471337579618,0.4804804804804805,0.4507462686567164,0.424014856752355,683,0.732,0.043,0.773,0.685,0.067,6.2721922376015975,1,0.424014856752355,683,0.732,0.043,0.773,0.685,0.067,6.2721922376015975,0.424014856752355,683,0.732,0.043,0.773,0.685,0.067,6.2721922376015975
2021,24860,29601.0,SCP_PPL1Y,0.4804804804804805,0.4507462686567164,0.4131054131054131,0.4108733927649001,735,0.72,0.0409999999999999,0.782,0.691,0.063,6.2721922376015975,1,0.4108733927649001,735,0.72,0.0409999999999999,0.782,0.691,0.063,6.2721922376015975,0.4108733927649001,735,0.72,0.0409999999999999,0.782,0.691,0.063,6.2721922376015975
2022,24860,29601.0,SCP_PPL1Y,0.4507462686567164,0.4131054131054131,0.3988439306358382,0.411602452487913,626,0.7559999999999999,0.043,0.826,0.727,0.054,6.2721922376015975,1,0.411602452487913,626,0.7559999999999999,0.043,0.826,0.727,0.054,6.2721922376015975,0.411602452487913,626,0.7559999999999999,0.043,0.826,0.727,0.054,6.2721922376015975
2017,24860,29621.0,SCP_PPL1Y,0.7516339869281047,0.7012987012987013,0.6776315789473685,0.3487374965862095,915,0.757,0.0279999999999999,0.47,0.647,0.0579999999999999,8.32155202428511,0,0.3487374965862095,915,0.757,0.0279999999999999,0.47,0.647,0.0579999999999999,8.32155202428511,0.3487374965862095,915,0.757,0.0279999999999999,0.47,0.647,0.0579999999999999,8.32155202428511
2018,24860,29621.0,SCP_PPL1Y,0.7012987012987013,0.6776315789473685,0.6575342465753425,0.3422740746092023,765,0.754,0.027,0.583,0.6759999999999999,0.062,8.32155202428511,0,0.3422740746092023,765,0.754,0.027,0.583,0.6759999999999999,0.062,8.32155202428511,0.3422740746092023,765,0.754,0.027,0.583,0.6759999999999999,0.062,8.32155202428511
2019,24860,29621.0,SCP_PPL1Y,0.6776315789473685,0.6575342465753425,0.6241610738255033,0.3479499148258467,803,0.765,0.031,0.6709999999999999,0.695,0.054,8.32155202428511,0,0.3479499148258467,803,0.765,0.031,0.6709999999999999,0.695,0.054,8.32155202428511,0.3479499148258467,803,0.765,0.031,0.6709999999999999,0.695,0.054,8.32155202428511
2020,24860,29621.0,SCP_PPL1Y,0.6575342465753425,0.6241610738255033,0.5851851851851853,0.3525773308082114,912,0.75,0.03,0.77,0.687,0.0559999999999999,8.32155202428511,1,0.3525773308082114,912,0.75,0.03,0.77,0.687,0.0559999999999999,8.32155202428511,0.3525773308082114,912,0.75,0.03,0.77,0.687,0.0559999999999999,8.32155202428511
2021,24860,29621.0,SCP_PPL1Y,0.6241610738255033,0.5851851851851853,0.5441176470588236,0.3627018921112016,994,0.765,0.0289999999999999,0.792,0.716,0.059,8.32155202428511,1,0.3627018921112016,994,0.765,0.0289999999999999,0.792,0.716,0.059,8.32155202428511,0.3627018921112016,994,0.765,0.0289999999999999,0.792,0.716,0.059,8.32155202428511
2022,24860,29621.0,SCP_PPL1Y,0.5851851851851853,0.5441176470588236,0.5483870967741936,0.3646791337329031,814,0.768,0.0289999999999999,0.815,0.727,0.071,8.32155202428511,1,0.3646791337329031,814,0.768,0.0289999999999999,0.815,0.727,0.071,8.32155202428511,0.3646791337329031,814,0.768,0.0289999999999999,0.815,0.727,0.071,8.32155202428511
2017,12260,29841.0,SCP_PPL1Y,0.55,0.6178861788617885,0.5384615384615384,0.3470776464235625,866,0.755,0.039,0.532,0.659,0.0409999999999999,8.721863998613003,0,0.3470776464235625,866,0.755,0.039,0.532,0.659,0.0409999999999999,8.721863998613003,0.3470776464235625,866,0.755,0.039,0.532,0.659,0.0409999999999999,8.721863998613003
2018,12260,29841.0,SCP_PPL1Y,0.6178861788617885,0.5384615384615384,0.5310344827586208,0.3372708964283514,834,0.723,0.032,0.609,0.619,0.044,8.721863998613003,0,0.3372708964283514,834,0.723,0.032,0.609,0.619,0.044,8.721863998613003,0.3372708964283514,834,0.723,0.032,0.609,0.619,0.044,8.721863998613003
2019,12260,29841.0,SCP_PPL1Y,0.5384615384615384,0.5310344827586208,0.475177304964539,0.320980555573207,687,0.7290000000000001,0.036,0.703,0.637,0.032,8.721863998613003,0,0.320980555573207,687,0.7290000000000001,0.036,0.703,0.637,0.032,8.721863998613003,0.320980555573207,687,0.7290000000000001,0.036,0.703,0.637,0.032,8.721863998613003
2020,12260,29841.0,SCP_PPL1Y,0.5310344827586208,0.475177304964539,0.4142857142857142,0.32879239966916,733,0.74,0.04,0.807,0.705,0.045,8.721863998613003,1,0.32879239966916,733,0.74,0.04,0.807,0.705,0.045,8.721863998613003,0.32879239966916,733,0.74,0.04,0.807,0.705,0.045,8.721863998613003
2021,12260,29841.0,SCP_PPL1Y,0.475177304964539,0.4142857142857142,0.4140624999999999,0.3383599254914357,718,0.764,0.038,0.8320000000000001,0.711,0.051,8.721863998613003,1,0.3383599254914357,718,0.764,0.038,0.8320000000000001,0.711,0.051,8.721863998613003,0.3383599254914357,718,0.764,0.038,0.8320000000000001,0.711,0.051,8.721863998613003
2022,12260,29841.0,SCP_PPL1Y,0.4142857142857142,0.4140624999999999,0.4263565891472868,0.3403361820959488,644,0.7609999999999999,0.037,0.852,0.728,0.0579999999999999,8.721863998613003,1,0.3403361820959488,644,0.7609999999999999,0.037,0.852,0.728,0.0579999999999999,8.721863998613003,0.3403361820959488,644,0.7609999999999999,0.037,0.852,0.728,0.0579999999999999,8.721863998613003
2017,12060,30303.0,SCP_PPL1Y,0.4173728813559322,0.4382716049382716,0.5256410256410257,0.3496366407940446,96,0.753,0.078,0.4589999999999999,0.5,0.059,5.8191583885495195,0,0.3496366407940446,96,0.753,0.078,0.4589999999999999,0.5,0.059,5.8191583885495195,0.3496366407940446,96,0.753,0.078,0.4589999999999999,0.5,0.059,5.8191583885495195
2018,12060,30303.0,SCP_PPL1Y,0.4382716049382716,0.5256410256410257,0.5504807692307692,0.3623395260290827,152,0.802,0.0819999999999999,0.546,0.551,0.079,5.8191583885495195,0,0.3623395260290827,152,0.802,0.0819999999999999,0.546,0.551,0.079,5.8191583885495195,0.3623395260290827,152,0.802,0.0819999999999999,0.546,0.551,0.079,5.8191583885495195
2019,12060,30303.0,SCP_PPL1Y,0.5256410256410257,0.5504807692307692,0.5681159420289855,0.3597329407665953,151,0.795,0.086,0.584,0.5489999999999999,0.073,5.8191583885495195,0,0.3597329407665953,151,0.795,0.086,0.584,0.5489999999999999,0.073,5.8191583885495195,0.3597329407665953,151,0.795,0.086,0.584,0.5489999999999999,0.073,5.8191583885495195
2020,12060,30303.0,SCP_PPL1Y,0.5504807692307692,0.5681159420289855,0.5645161290322581,0.327406773125862,128,0.8109999999999999,0.109,0.708,0.581,0.144,5.8191583885495195,1,0.327406773125862,128,0.8109999999999999,0.109,0.708,0.581,0.144,5.8191583885495195,0.327406773125862,128,0.8109999999999999,0.109,0.708,0.581,0.144,5.8191583885495195
2021,12060,30303.0,SCP_PPL1Y,0.5681159420289855,0.5645161290322581,0.4132231404958678,0.3818112523524475,83,0.7929999999999999,0.113,0.858,0.62,0.182,5.8191583885495195,1,0.3818112523524475,83,0.7929999999999999,0.113,0.858,0.62,0.182,5.8191583885495195,0.3818112523524475,83,0.7929999999999999,0.113,0.858,0.62,0.182,5.8191583885495195
2022,12060,30303.0,SCP_PPL1Y,0.5645161290322581,0.4132231404958678,0.3238636363636363,0.4106176110599078,113,0.787,0.131,0.815,0.632,0.148,5.8191583885495195,1,0.4106176110599078,113,0.787,0.131,0.815,0.632,0.148,5.8191583885495195,0.4106176110599078,113,0.787,0.131,0.815,0.632,0.148,5.8191583885495195
2017,12060,30306.0,SCP_PPL1Y,0.377906976744186,0.3727810650887574,0.3829787234042553,0.5276242942699323,2058,0.939,0.03,0.601,0.861,0.027,8.531051346483745,0,0.5276242942699323,2058,0.939,0.03,0.601,0.861,0.027,8.531051346483745,0.5276242942699323,2058,0.939,0.03,0.601,0.861,0.027,8.531051346483745
2018,12060,30306.0,SCP_PPL1Y,0.3727810650887574,0.3829787234042553,0.3544973544973545,0.5249349081859868,2013,0.944,0.022,0.706,0.8640000000000001,0.034,8.531051346483745,0,0.5249349081859868,2013,0.944,0.022,0.706,0.8640000000000001,0.034,8.531051346483745,0.5249349081859868,2013,0.944,0.022,0.706,0.8640000000000001,0.034,8.531051346483745
2019,12060,30306.0,SCP_PPL1Y,0.3829787234042553,0.3544973544973545,0.3823529411764705,0.5266196915798255,1788,0.943,0.026,0.8029999999999999,0.887,0.025,8.531051346483745,0,0.5266196915798255,1788,0.943,0.026,0.8029999999999999,0.887,0.025,8.531051346483745,0.5266196915798255,1788,0.943,0.026,0.8029999999999999,0.887,0.025,8.531051346483745
2020,12060,30306.0,SCP_PPL1Y,0.3544973544973545,0.3823529411764705,0.3511904761904762,0.5302040859654673,1621,0.959,0.03,0.907,0.8959999999999999,0.02,8.531051346483745,1,0.5302040859654673,1621,0.959,0.03,0.907,0.8959999999999999,0.02,8.531051346483745,0.5302040859654673,1621,0.959,0.03,0.907,0.8959999999999999,0.02,8.531051346483745
2021,12060,30306.0,SCP_PPL1Y,0.3823529411764705,0.3511904761904762,0.3674698795180722,0.5345464061747732,1682,0.957,0.032,0.945,0.898,0.013,8.531051346483745,1,0.5345464061747732,1682,0.957,0.032,0.945,0.898,0.013,8.531051346483745,0.5345464061747732,1682,0.957,0.032,0.945,0.898,0.013,8.531051346483745
2022,12060,30306.0,SCP_PPL1Y,0.3511904761904762,0.3674698795180722,0.3165467625899281,0.5349569516631648,1472,0.959,0.03,0.952,0.897,0.013,8.531051346483745,1,0.5349569516631648,1472,0.959,0.03,0.952,0.897,0.013,8.531051346483745,0.5349569516631648,1472,0.959,0.03,0.952,0.897,0.013,8.531051346483745
2017,12060,30307.0,SCP_PPL1Y,0.2628205128205128,0.3285714285714285,0.3483870967741935,0.5012920585040809,1404,0.915,0.027,0.637,0.8220000000000001,0.018,8.593524863924022,0,0.5012920585040809,1404,0.915,0.027,0.637,0.8220000000000001,0.018,8.593524863924022,0.5012920585040809,1404,0.915,0.027,0.637,0.8220000000000001,0.018,8.593524863924022
2018,12060,30307.0,SCP_PPL1Y,0.3285714285714285,0.3483870967741935,0.3518518518518518,0.5065176537034599,1390,0.904,0.033,0.687,0.812,0.027,8.593524863924022,0,0.5065176537034599,1390,0.904,0.033,0.687,0.812,0.027,8.593524863924022,0.5065176537034599,1390,0.904,0.033,0.687,0.812,0.027,8.593524863924022
2019,12060,30307.0,SCP_PPL1Y,0.3483870967741935,0.3518518518518518,0.4383561643835617,0.5075724580251674,1407,0.914,0.027,0.762,0.836,0.0279999999999999,8.593524863924022,0,0.5075724580251674,1407,0.914,0.027,0.762,0.836,0.0279999999999999,8.593524863924022,0.5075724580251674,1407,0.914,0.027,0.762,0.836,0.0279999999999999,8.593524863924022
2020,12060,30307.0,SCP_PPL1Y,0.3518518518518518,0.4383561643835617,0.4195402298850575,0.5129613290724468,1547,0.939,0.038,0.8809999999999999,0.875,0.027,8.593524863924022,1,0.5129613290724468,1547,0.939,0.038,0.8809999999999999,0.875,0.027,8.593524863924022,0.5129613290724468,1547,0.939,0.038,0.8809999999999999,0.875,0.027,8.593524863924022
2021,12060,30307.0,SCP_PPL1Y,0.4383561643835617,0.4195402298850575,0.3440860215053763,0.5098867511596448,1490,0.944,0.0279999999999999,0.909,0.878,0.034,8.593524863924022,1,0.5098867511596448,1490,0.944,0.0279999999999999,0.909,0.878,0.034,8.593524863924022,0.5098867511596448,1490,0.944,0.0279999999999999,0.909,0.878,0.034,8.593524863924022
2022,12060,30307.0,SCP_PPL1Y,0.4195402298850575,0.3440860215053763,0.3575757575757576,0.5209262887933096,1444,0.937,0.033,0.921,0.887,0.036,8.593524863924022,1,0.5209262887933096,1444,0.937,0.033,0.921,0.887,0.036,8.593524863924022,0.5209262887933096,1444,0.937,0.033,0.921,0.887,0.036,8.593524863924022
2017,12060,30308.0,SCP_PPL1Y,0.444,0.4197080291970803,0.4121863799283154,0.4990197515872099,1247,0.897,0.04,0.622,0.769,0.063,7.574693774208231,0,0.4990197515872099,1247,0.897,0.04,0.622,0.769,0.063,7.574693774208231,0.4990197515872099,1247,0.897,0.04,0.622,0.769,0.063,7.574693774208231
2018,12060,30308.0,SCP_PPL1Y,0.4197080291970803,0.4121863799283154,0.4368600682593856,0.5088191271664012,1360,0.895,0.034,0.664,0.7659999999999999,0.0579999999999999,7.574693774208231,0,0.5088191271664012,1360,0.895,0.034,0.664,0.7659999999999999,0.0579999999999999,7.574693774208231,0.5088191271664012,1360,0.895,0.034,0.664,0.7659999999999999,0.0579999999999999,7.574693774208231
